Date,1 mo,2 mo,3 mo,6 mo,1 yr,2 yr,3 yr,5 yr,7 yr,10 yr,20 yr,30 yr
2018-12-10,2.32,2.39,2.41,2.54,2.69,2.72,2.73,2.71,2.77,2.85,3.0,3.13
2018-12-11,2.28,2.36,2.41,2.55,2.7,2.78,2.78,2.75,2.81,2.89,3.02,3.13
2018-12-12,2.3,2.38,2.43,2.56,2.7,2.77,2.78,2.77,2.84,2.91,3.04,3.15
2018-12-13,2.36,2.4,2.43,2.56,2.69,2.75,2.76,2.75,2.83,2.91,3.05,3.16
2018-12-14,2.36,2.41,2.42,2.56,2.68,2.73,2.72,2.73,2.81,2.89,3.03,3.14
2018-12-17,2.36,2.39,2.4,2.54,2.66,2.7,2.68,2.69,2.77,2.86,3.0,3.11
2018-12-18,2.35,2.39,2.39,2.53,2.64,2.65,2.64,2.65,2.74,2.82,2.96,3.07
2018-12-19,2.35,2.39,2.4,2.54,2.62,2.63,2.61,2.62,2.69,2.77,2.89,3.0
2018-12-20,2.42,2.42,2.39,2.55,2.64,2.67,2.65,2.65,2.72,2.79,2.92,3.02
2018-12-21,2.41,2.42,2.39,2.54,2.62,2.63,2.61,2.64,2.72,2.79,2.92,3.03
2018-12-24,2.42,2.43,2.45,2.52,2.61,2.55,2.56,2.58,2.66,2.74,2.88,3.0
2018-12-26,2.41,2.43,2.44,2.54,2.61,2.61,2.6,2.67,2.74,2.81,2.94,3.06
2018-12-27,2.43,2.46,2.41,2.49,2.58,2.56,2.55,2.6,2.68,2.77,2.92,3.05
2018-12-28,2.39,2.47,2.4,2.48,2.57,2.52,2.5,2.56,2.63,2.72,2.89,3.04
2018-12-31,2.44,2.45,2.45,2.56,2.63,2.48,2.46,2.51,2.59,2.69,2.87,3.02
